Epoch,train_loss,val_loss
1,0.02131674,0.011647987
2,0.014292357,0.00937522
3,0.012119943,0.008449811
4,0.01075106,0.007862412
5,0.009827104,0.0075032716
6,0.009185882,0.007182412
7,0.008748571,0.007097971
8,0.008403882,0.006912847
9,0.008114971,0.0066117016
10,0.007863384,0.0064562275
11,0.0076574176,0.0064485897
12,0.0075136307,0.00638624
13,0.0073315073,0.0063775526
14,0.00724123,0.006228922
15,0.007116786,0.0061522005
16,0.0070238775,0.00616156
17,0.0069250986,0.0060881884
18,0.0068379845,0.0060210517
19,0.0067638727,0.0060159694
20,0.0066738715,0.0059521827
21,0.006607384,0.0060531464
22,0.0065271575,0.005884506
23,0.0064899125,0.0058836383
24,0.0064196587,0.0058028833
25,0.006366933,0.0057860636
26,0.0063060382,0.005888758
27,0.006243054,0.0057718493
28,0.0062092473,0.00570789
29,0.0061616907,0.0056803157
30,0.0061222017,0.00569846
31,0.0061132167,0.005633461
32,0.0060266755,0.0056271614
33,0.0059958226,0.0055999258
34,0.005988516,0.005616885
35,0.00595568,0.005546811
36,0.005901,0.005601371
37,0.0058750836,0.005536979
38,0.0058245542,0.0054933336
39,0.005800207,0.0054837917
40,0.00576812,0.0054561174
41,0.005793728,0.005543967
42,0.005692874,0.005411775
43,0.0057292134,0.005418167
44,0.005688204,0.00541866
45,0.0056640953,0.0053671002
46,0.005626305,0.0053635663
47,0.0056166197,0.0053363526
48,0.0055758827,0.005529921
49,0.0055828723,0.005391037
50,0.0055645755,0.0053627873
51,0.005529863,0.0053202836
52,0.005501705,0.0052884594
53,0.005501743,0.0052813343
54,0.005499264,0.0052610277
55,0.005476881,0.005277742
56,0.0054540364,0.0052775494
57,0.0054374803,0.0053039924
58,0.005429763,0.005250489
59,0.005395428,0.0053278576
60,0.0053937607,0.005254612
61,0.005390456,0.0051842905
62,0.0053665633,0.0052054306
63,0.005365407,0.0051729563
64,0.005373653,0.005324627
65,0.005336086,0.005200889
66,0.0052820076,0.005263538
67,0.005309637,0.005199505
68,0.0053200414,0.0051196394
69,0.005243822,0.0051239086
70,0.005252012,0.005093564
71,0.005243319,0.0052274717
72,0.005244988,0.0051487028
73,0.0052203294,0.0050894436
74,0.0052292496,0.0050967373
75,0.0052173757,0.0051100687
76,0.0051550437,0.005145641
77,0.005174612,0.0050444393
78,0.00518391,0.0051029925
79,0.0051637497,0.005190794
80,0.005159175,0.0050911857
81,0.005132075,0.005065129
82,0.0051272265,0.005030955
83,0.0050909063,0.005054551
84,0.0050775264,0.0051291743
85,0.005097641,0.0050090617
86,0.005083833,0.005028552
87,0.0050859833,0.0049979007
88,0.005050769,0.0050211838
89,0.005033645,0.004953356
90,0.0050293435,0.0052277944
91,0.005029145,0.005026633
92,0.005046021,0.0050331578
93,0.005028278,0.0050045764
94,0.0049994886,0.0050366083
95,0.0050175576,0.005021376
96,0.0049525085,0.0049497
97,0.00501798,0.005008332
98,0.0049768696,0.005163014
99,0.004978561,0.0049943426
100,0.0049961633,0.0049912417
101,0.0049234536,0.004915691
102,0.004920865,0.0049086083
103,0.0049114623,0.0049113156
104,0.0049171443,0.0051693385
105,0.004938856,0.0050552557
106,0.0049003814,0.004916752
107,0.004902189,0.0049701678
108,0.004855085,0.0049305474
109,0.0048818737,0.004942763
110,0.004873969,0.004886971
111,0.004846648,0.0049224193
112,0.0048610237,0.0049105966
113,0.0048343805,0.004868678
114,0.004836543,0.0049035666
115,0.004824054,0.0049210093
116,0.0048348177,0.004941234
117,0.0048048017,0.004896445
118,0.004785862,0.0048447982
119,0.0047858106,0.0049650273
120,0.0048143244,0.0049640504
121,0.004767898,0.004920138
122,0.004764616,0.004820667
123,0.004771114,0.004909821
124,0.004748957,0.0048387707
125,0.0047734855,0.004888031
126,0.004770223,0.004870249
127,0.0046947547,0.0048860945
128,0.0047081523,0.0048423205
129,0.0046873367,0.004759386
130,0.0047042826,0.0048103477
131,0.004698022,0.004873758
132,0.004674182,0.004852813
133,0.0046955068,0.0048140734
134,0.004680061,0.0047915494
135,0.0046517635,0.0048738825
136,0.0046583256,0.0049974425
137,0.0046590585,0.0048146956
138,0.004660896,0.0047390773
139,0.004628596,0.004831424
140,0.0046096765,0.0048268368
141,0.0045869565,0.004798325
142,0.0046385815,0.004790793
143,0.004592406,0.004881836
144,0.004614567,0.004739956
145,0.00459179,0.004970249
146,0.004613345,0.004826227
147,0.0045814794,0.0048926105
148,0.0045676166,0.0048630866
149,0.0045615393,0.004766573
150,0.004555782,0.0048162043
151,0.0045684306,0.0047675506
152,0.004546523,0.0048466255
153,0.0045644226,0.0047923434
154,0.0045106728,0.004729537
155,0.004517933,0.0047597047
156,0.0045056595,0.0047284174
157,0.004495576,0.00482009
158,0.004507052,0.004734026
159,0.0045052757,0.00479989
160,0.004486347,0.00474628
161,0.00450885,0.0047617457
162,0.0044985595,0.004740725
163,0.004456074,0.0048537506
164,0.00444895,0.0047495444
165,0.004488381,0.0047741
166,0.004437613,0.0047605545
167,0.004471174,0.004746298
168,0.00443649,0.0047609056
169,0.004422181,0.0049140183
170,0.0044470145,0.0046690856
171,0.0044020503,0.0048677507
172,0.0044523226,0.0046629556
173,0.0044085486,0.004763282
174,0.004387965,0.004741429
175,0.004407731,0.0048093274
176,0.0044021765,0.004737188
177,0.0044048415,0.004741476
178,0.0043599117,0.0046980027
179,0.0043542706,0.004766281
180,0.004349314,0.004753695
181,0.004373638,0.0046518957
182,0.0043668007,0.004694068
183,0.004354775,0.0046708975
184,0.004366624,0.0048799072
185,0.0043379483,0.004654662
186,0.0043485863,0.0046903854
187,0.0043190913,0.004680481
188,0.004305959,0.004627908
189,0.004309604,0.0048057903
190,0.004282559,0.004642134
191,0.0043046884,0.0047593163
192,0.004292987,0.0046277675
193,0.004288285,0.004746558
