Epoch,train_loss,val_loss
1,0.41027904,0.101212196
2,0.16240327,0.055812705
3,0.10253664,0.03814077
4,0.07156757,0.029129254
5,0.054876033,0.025315762
6,0.044688564,0.020776646
7,0.038122058,0.020148685
8,0.034475643,0.017666776
9,0.030921614,0.017364865
10,0.028533181,0.016497673
11,0.026704594,0.016093083
12,0.025053592,0.01555164
13,0.023865838,0.015013898
14,0.02270069,0.014820065
15,0.021984445,0.014924688
16,0.02115407,0.014561872
17,0.02075868,0.014496197
18,0.019983629,0.014221037
19,0.019813064,0.014222995
20,0.01904769,0.014388084
21,0.018483955,0.013903245
22,0.018051807,0.013780673
23,0.017728074,0.014400142
24,0.01760485,0.013567784
25,0.017101312,0.013554704
26,0.01693486,0.013432186
27,0.01698364,0.0136230625
28,0.016557785,0.013327854
29,0.016180081,0.013277815
30,0.016070262,0.013454579
31,0.015787032,0.013161148
32,0.015659042,0.013073268
33,0.015448323,0.012975506
34,0.015250204,0.0128917545
35,0.015188957,0.013219158
36,0.015012582,0.0127862
37,0.014942452,0.012720864
38,0.014806618,0.012868547
39,0.015001427,0.012956866
40,0.014589296,0.012954015
41,0.014525036,0.012767119
42,0.014329757,0.012717033
43,0.01422622,0.013015613
44,0.014106883,0.012402337
45,0.014140752,0.012425327
46,0.013879097,0.0123815965
47,0.013846504,0.012579625
48,0.013741203,0.013407627
49,0.01370419,0.0123527385
50,0.013530039,0.012375937
51,0.013605515,0.012244576
52,0.013417325,0.012277079
53,0.013219552,0.012497839
54,0.013295526,0.01214605
55,0.013143348,0.0121314665
56,0.013157294,0.012131188
57,0.013072283,0.012627804
58,0.012951652,0.01257874
59,0.012880601,0.012238737
60,0.012802822,0.012217686
61,0.012800375,0.011921672
62,0.012677681,0.011742318
63,0.01265095,0.0119295055
64,0.012478959,0.011927426
65,0.012385885,0.011858001
66,0.012480265,0.012278644
67,0.012352746,0.012017601
68,0.012451807,0.011535533
69,0.012254545,0.011516419
70,0.012119843,0.011920973
71,0.012025697,0.011736787
72,0.012053386,0.011396509
73,0.012028465,0.011702757
74,0.011909258,0.011395045
75,0.011909125,0.011398853
76,0.011857797,0.011276189
77,0.011713421,0.011445637
78,0.011658404,0.011365221
79,0.011642991,0.01145042
80,0.011627311,0.011118286
81,0.011678697,0.01156625
82,0.011505925,0.0110829845
83,0.0114547,0.011836892
84,0.0114335995,0.0109909875
85,0.011384103,0.011213972
86,0.011311817,0.011636899
87,0.0112658115,0.011365032
88,0.0113981115,0.011357208
89,0.011239683,0.011245076
90,0.01115658,0.011110278
91,0.011176958,0.010669661
92,0.011121427,0.011438529
93,0.0110146105,0.011241937
94,0.01100502,0.010839818
95,0.011114813,0.010851491
96,0.010917701,0.010991401
97,0.010897586,0.010818698
98,0.010794658,0.010907925
99,0.010875485,0.011082715
100,0.010772683,0.0105391545
101,0.010741394,0.010560741
102,0.010749947,0.010840121
103,0.01070621,0.010609357
104,0.010659617,0.01048757
105,0.010644024,0.010359018
106,0.010517726,0.010749645
107,0.010586075,0.010633733
108,0.010464323,0.010500413
109,0.010536193,0.010678663
110,0.01029285,0.010378962
111,0.010380715,0.010811097
112,0.010421385,0.010294966
113,0.0102690635,0.010257475
114,0.010294192,0.01018375
115,0.0102584,0.010535758
116,0.010267707,0.010619278
117,0.010217681,0.010206371
118,0.010145414,0.01044677
119,0.010300863,0.010965318
