Epoch,train_loss,val_loss
1,1.0052931,0.06070642
2,0.13914953,0.04522848
3,0.07962542,0.052616548
4,0.05668192,0.030488187
5,0.043869365,0.022881715
6,0.036043487,0.021185149
7,0.03218404,0.022219406
8,0.028580744,0.017483566
9,0.026007457,0.016495949
10,0.024489159,0.017729178
11,0.023074921,0.016561508
12,0.022100957,0.016506547
13,0.021451721,0.018586507
14,0.019867683,0.015378762
15,0.019481147,0.014868196
16,0.018414663,0.015305177
17,0.01807626,0.0143759
18,0.017490933,0.013850362
19,0.0171943,0.015268356
20,0.017048907,0.013408934
21,0.016250907,0.013558195
22,0.016026257,0.013585077
23,0.01602831,0.013389645
24,0.015816225,0.016661914
25,0.015343327,0.014925393
26,0.015077642,0.01411866
27,0.015103993,0.013458856
28,0.014856554,0.014289589
29,0.014485264,0.012615392
30,0.014614151,0.0130605865
31,0.0143347895,0.012396336
32,0.014057187,0.012542172
33,0.01405588,0.013096446
34,0.013708204,0.012162592
35,0.013635476,0.013874552
36,0.013736098,0.015699683
37,0.013306069,0.01608323
38,0.013218273,0.013473306
39,0.013052823,0.012121442
40,0.012869085,0.0128355175
41,0.012857925,0.012205264
42,0.012787537,0.012499623
43,0.012660042,0.014615212
44,0.012609374,0.012018011
45,0.012613898,0.01223827
46,0.012480162,0.012900618
47,0.012377028,0.011378219
48,0.012329121,0.016272632
49,0.012297236,0.011517446
50,0.011981654,0.012280408
51,0.011832464,0.010859428
52,0.0120221535,0.017243454
53,0.011897341,0.012071963
54,0.011706413,0.011204223
55,0.011690806,0.011076482
56,0.011528098,0.011377472
57,0.011440243,0.012225547
58,0.011473857,0.016653376
59,0.011472986,0.01164299
60,0.011211037,0.010800312
61,0.01122355,0.010980876
62,0.011311591,0.012503422
63,0.011251709,0.016611245
64,0.01097814,0.010943114
65,0.010943427,0.010416487
66,0.010959855,0.010535529
67,0.010834507,0.011928748
68,0.011093894,0.01091508
69,0.010672619,0.014283714
70,0.011503057,0.011860587
71,0.010547413,0.011273033
72,0.010513103,0.01145451
73,0.010544937,0.01049764
74,0.010238198,0.011224724
75,0.010300545,0.0121830255
76,0.010153805,0.011769866
77,0.010101551,0.010134477
78,0.010076612,0.010265959
79,0.010018647,0.009908158
80,0.00994348,0.015167888
81,0.009773673,0.010053637
82,0.009818202,0.013698033
83,0.009770857,0.011100883
84,0.009545494,0.0110074
85,0.009493945,0.014374838
86,0.009346611,0.010392653
87,0.009319097,0.010300462
88,0.00915003,0.01101964
89,0.009430314,0.012286877
90,0.009210353,0.011566358
91,0.009023057,0.010302521
92,0.009047015,0.010591926
93,0.008887226,0.01198075
94,0.008961677,0.010339874
95,0.008709278,0.01144191
96,0.008835117,0.011354769
97,0.008644167,0.011895501
98,0.008559463,0.0093587665
99,0.008465116,0.009268675
100,0.008462614,0.0114615755
101,0.008357466,0.01014985
102,0.0083191795,0.010372742
103,0.008159232,0.009617578
104,0.008203484,0.0097560715
105,0.007999764,0.0091762245
106,0.008080158,0.011615949
107,0.008008925,0.010675475
108,0.008252368,0.009887321
109,0.008055516,0.019557187
110,0.008051561,0.010964869
111,0.007859808,0.010504414
112,0.007798545,0.01161603
113,0.0078100027,0.009054482
114,0.007750726,0.009096553
115,0.0075487904,0.009197814
116,0.0076463064,0.009755827
117,0.0076222573,0.0096488455
118,0.0075388844,0.010187458
119,0.007608109,0.010889343
120,0.0073477402,0.009391687
121,0.007351493,0.01043542
122,0.0073349127,0.015175665
123,0.007488423,0.008812481
124,0.007327985,0.009064678
125,0.0073305755,0.024525637
126,0.00737212,0.008465129
127,0.0073464783,0.0101200165
128,0.0072864974,0.008795434
129,0.0070317658,0.009746215
130,0.0071645128,0.010481632
131,0.007231547,0.010312498
132,0.007097878,0.00886488
133,0.0072061587,0.012175041
134,0.007050938,0.009194279
135,0.0069238157,0.008494126
136,0.007051033,0.011056841
137,0.0069224155,0.008402843
138,0.007005041,0.009640415
139,0.0067764223,0.01058512
140,0.00679133,0.008918945
141,0.0069704205,0.013033522
142,0.0068711387,0.009170711
143,0.0067939074,0.008558705
144,0.0068610483,0.00828717
145,0.0066710445,0.008542251
146,0.0067121615,0.00834695
147,0.006617241,0.009405081
148,0.006522376,0.008594225
149,0.0067576077,0.010409645
150,0.006748834,0.011533624
151,0.006532568,0.0085351905
152,0.00669515,0.008868207
153,0.006503701,0.008905126
154,0.006551036,0.008131737
155,0.00653781,0.010113236
156,0.006490715,0.009221554
157,0.0065216967,0.008410872
158,0.0064748824,0.008535931
159,0.006307482,0.010870857
160,0.0063285553,0.008128913
161,0.0066632824,0.008182794
162,0.0063214027,0.008806293
163,0.00629236,0.007982436
164,0.006199911,0.010756191
165,0.0062678484,0.008231506
166,0.006226151,0.0078075686
167,0.0062105525,0.008207575
168,0.006223729,0.010035047
169,0.006059954,0.0080181975
170,0.0060303793,0.009312533
171,0.006099738,0.008033097
172,0.006061894,0.008610458
173,0.0060417103,0.008212679
174,0.0061126957,0.008543469
175,0.005934734,0.008416866
176,0.006104906,0.008355787
177,0.005918271,0.009052938
178,0.005889315,0.008382288
179,0.005812031,0.008110343
180,0.0058591473,0.007999922
181,0.0058450196,0.0079921065
182,0.0057969145,0.008419075
183,0.0057850885,0.011495904
184,0.005985476,0.008517917
185,0.005731793,0.008289191
186,0.0058008335,0.010041913
187,0.0056784027,0.012832644
188,0.005702437,0.008081582
