Epoch,train_loss,val_loss
1,0.29799584,0.1551112
2,0.1303643,0.1216936
3,0.11937156,0.11417031
4,0.11345013,0.1124276
5,0.1086507,0.10511126
6,0.10464766,0.10975455
7,0.10090991,0.101466075
8,0.097579904,0.1042619
9,0.09385252,0.09527219
10,0.0908941,0.08902314
11,0.088215925,0.08556949
12,0.08503239,0.081330106
13,0.0819522,0.085402034
14,0.07987701,0.07705977
15,0.076725334,0.078304075
16,0.07493157,0.07172496
17,0.07253641,0.0869482
18,0.0708809,0.08097074
19,0.06923261,0.07594083
20,0.067205325,0.0682288
21,0.06584258,0.064721465
22,0.064164184,0.06135089
23,0.06262064,0.06058127
24,0.06153416,0.060751665
25,0.060176384,0.06237747
26,0.058500275,0.06021643
27,0.057746053,0.06852836
28,0.056781113,0.054390192
29,0.055587918,0.064656004
30,0.05458708,0.05235425
31,0.0536242,0.05103679
32,0.052718874,0.05214578
33,0.052212715,0.049518887
34,0.050818995,0.0568368
35,0.050085746,0.048233528
36,0.049333457,0.050993305
37,0.04849693,0.049137454
38,0.0479443,0.046500385
39,0.046846163,0.046831317
40,0.045843694,0.05504653
41,0.045285154,0.044704046
42,0.04451414,0.044513553
43,0.04338239,0.044156875
44,0.0427532,0.04090688
45,0.041808356,0.04055656
46,0.04089138,0.048077703
47,0.040336687,0.040680476
48,0.039285094,0.03768993
49,0.03822142,0.04090313
50,0.036992136,0.037181094
51,0.036066033,0.03877725
52,0.035050515,0.034892835
53,0.033709478,0.03272445
54,0.032223906,0.030706828
55,0.030888835,0.029847447
56,0.0291987,0.028726296
57,0.027339129,0.027243622
58,0.025027135,0.023294989
59,0.021522043,0.018633362
60,0.018267008,0.017840268
61,0.017948542,0.017772509
62,0.017758194,0.01764561
63,0.017646328,0.017330647
64,0.017531984,0.017268538
65,0.017476093,0.017459126
66,0.017395426,0.017067505
67,0.017323066,0.016981658
68,0.01724681,0.01682449
69,0.01721272,0.016873106
70,0.017162433,0.017225662
71,0.017074727,0.017614428
72,0.017057972,0.016687682
73,0.017033404,0.0168824
74,0.01699685,0.016637553
75,0.016949788,0.01680599
76,0.016910413,0.017192103
77,0.016871905,0.016993111
78,0.016828442,0.016781203
79,0.016823635,0.016558744
80,0.016778782,0.01663112
81,0.016753847,0.01658814
82,0.016739909,0.016346084
83,0.016701663,0.01641767
84,0.016704822,0.016675383
85,0.016633188,0.016347652
86,0.016649667,0.01633198
87,0.016601106,0.016574841
88,0.016573412,0.016478332
89,0.016557919,0.016538173
90,0.016589824,0.01628183
91,0.01650374,0.016211126
92,0.016494505,0.016182713
93,0.016461974,0.016330652
94,0.016452217,0.016301826
95,0.01646516,0.01616874
96,0.016414216,0.016119177
97,0.016419776,0.01672062
98,0.01638414,0.016446171
99,0.016366282,0.016097518
100,0.016357087,0.016114196
101,0.01633573,0.015976788
102,0.016280718,0.01612782
103,0.01630289,0.016270448
104,0.016299814,0.017040718
105,0.01625233,0.016252847
106,0.016256388,0.016570805
